,word,start,end,category
288,blade,114.38,114.61,video
289,right,114.62,115.04,video
290,no,115.04,115.52,video
291,there'll,115.52,116.03,video
292,be,116.03,116.06,video
293,no,116.06,116.18,video
294,melting,116.18,116.68,video
295,hopefully,116.69,117.2,video
296,now,117.2,117.35,video
297,that,117.35,117.38,video
298,would,117.38,117.68,video
299,be,117.68,117.71,video
300,bad,117.71,117.98,video
301,but,117.98,118.34,video
302,you,118.34,118.45,video
303,have,118.46,118.61,video
304,to,118.61,118.7,video
305,post,118.7,118.82,video
306,a,118.82,118.94,video
307,melt,118.94,119.18,video
308,no,119.18,119.69,video
309,no,119.69,120.05,video
310,melting,120.05,120.41,video
311,is,120.41,120.53,video
312,bad,120.53,120.7,video
313,but,120.71,121.31,video
314,but,121.31,121.88,video
315,Conan,121.88,122.83,video
316,Conan,122.83,123.83,video
317,is,123.83,124.22,video
318,wrong,124.22,125.74,video
319,stop,125.74,126.74,video
320,stop,126.74,127.03,video
321,stop,127.04,127.22,video
322,stop,127.22,127.68,video
323,we,127.69,128.69,video
324,don't,128.69,128.869,video
325,really,128.869,129.05,video
326,pass,129.05,129.29,video
327,the,129.29,129.35,video
328,blade,129.35,129.709,video
329,what,129.709,129.92,video
330,we,129.92,130.0,video
331,do,130.01,130.13,video
332,is,130.13,130.22,video
333,we,130.22,130.369,video
334,heat,130.369,130.55,video
335,the,130.55,130.7,video
336,steel,130.7,130.97,video
337,up,130.97,131.209,video
338,where,131.209,131.75,video
339,it,131.75,131.86,video
340,behaves,131.87,132.35,video
341,almost,132.35,132.56,video
342,like,132.56,132.739,video
343,clay,132.739,133.13,video
344,and,133.13,133.4,video
345,then,133.4,133.79,video
346,we,133.79,133.99,video
347,manipulate,134.0,134.6,video
348,the,134.6,134.75,video
349,shape,134.75,134.959,video
350,of,134.959,135.11,video
351,it,135.11,135.29,video
352,with,135.29,135.92,video
353,the,135.92,136.06,video
354,hammer,136.07,136.31,video
355,in,136.31,136.489,video
356,the,136.489,136.58,video
357,anvil,136.58,136.73,video
358,the,136.73,137.63,video
359,Forge,137.63,137.959,video
360,runs,137.959,138.89,video
361,at,138.89,139.54,video
362,about,139.55,140.83,video
363,1902,140.83,142.61,video
364,"2,100",142.62,143.489,video
365,degrees,143.489,143.66,video
366,we,143.66,144.66,video
367,try,144.66,144.84,video
368,not,144.84,144.959,video
369,to,144.959,145.08,video
370,get,145.08,145.17,video
371,it,145.17,145.29,video
372,up,145.29,145.379,video
373,to,145.379,145.49,video
374,2100,145.5,146.129,video
375,degrees,146.129,146.37,video
376,it's,146.37,146.55,video
377,a,146.55,146.61,video
378,little,146.61,146.79,video
379,too,146.79,146.91,video
380,hot,146.91,147.08,video
381,that's,147.09,147.33,video
382,a,147.33,147.51,video
383,food,147.51,147.72,video
384,depth,147.72,147.959,video
385,burn,147.959,148.23,video
386,yeah,148.23,149.19,video
387,excited,149.19,150.03,video
388,so,150.03,150.17,video
389,what,150.18,150.33,video
390,is,150.33,150.45,video
391,the,150.45,150.54,video
392,fuel,150.54,150.78,video
393,that,150.78,150.93,video
394,we're,150.93,151.05,video
395,using,151.05,151.23,video
396,for,151.23,151.699,video
397,this,151.709,151.83,video
398,I,151.83,152.069,video
399,use,152.069,152.4,video
400,a,152.4,152.43,video
401,propane,152.43,152.91,video
402,Forge,152.91,153.269,video
403,we,153.269,153.569,video
404,got,153.569,153.69,video
405,a,153.69,153.72,video
406,big,153.72,153.949,video
407,tank,153.959,154.2,video
408,of,154.2,154.379,video
409,propane,154.379,154.5,video
410,right,154.5,155.01,video
411,there,155.01,155.25,video
412,and,155.25,155.489,video
413,it,155.489,155.67,video
414,just,155.67,155.869,video
415,comes,155.879,156.09,video
416,in,156.09,156.33,video
417,through,156.33,156.51,video
418,here,156.51,156.78,video
419,kind,156.78,157.05,video
420,of,157.05,157.14,video
421,mixes,157.14,157.41,video
422,with,157.41,157.52,video
423,some,157.53,157.65,video
424,oxygen,157.65,157.8,video
425,makes,157.8,158.34,video
426,it,158.34,158.459,video
427,a,158.459,158.489,video
428,little,158.489,158.58,video
429,bit,158.58,158.76,video
430,hotter,158.76,159.07,video
431,and,159.08,160.08,video
432,everything,160.08,160.56,video
433,lying,160.56,160.739,video
434,in,160.739,160.95,video
435,here,160.95,161.19,video
436,is,161.19,161.34,video
437,just,161.34,161.57,video
438,what,161.58,161.76,video
439,is,161.76,161.879,video
440,this,161.879,162.03,video
441,ceramic,162.03,162.36,video
442,surf,162.36,162.87,video
443,so,162.87,163.41,video
444,basically,163.41,163.789,video
445,fire,163.799,164.069,video
446,bricks,164.069,164.459,video
447,and,164.459,164.67,video
448,they,164.67,164.9,video
449,basically,164.9,165.9,video
450,keep,165.9,166.14,video
451,the,166.14,166.28,video
452,heat,166.29,166.5,video
453,in,166.5,166.68,video
454,and,166.68,167.01,video
455,reflect,167.01,167.58,video
456,it,167.58,167.73,video
457,in,167.73,167.91,video
458,on,167.91,168.03,video
459,itself,168.03,168.06,video
460,and,168.06,168.559,video
461,it,168.569,168.629,video
462,gets,168.629,168.78,video
463,hotter,168.78,168.959,video
464,and,168.959,169.08,video
465,hotter,169.08,169.319,video
466,but,169.319,169.799,video
467,it,169.799,169.89,video
468,doesn't,169.89,170.119,video
469,let,170.129,170.28,video
470,too,170.28,170.43,video
471,much,170.43,170.549,video
472,of,170.549,170.7,video
473,a,170.7,170.79,video
474,distinct,170.79,171.209,video
475,so,171.209,171.54,video
476,it'll,171.54,172.11,video
477,get,172.11,172.25,video
478,pretty,172.26,172.86,video
479,toasty,172.86,173.31,video
480,out,173.31,173.43,video
481,here,173.43,173.67,video
482,but,173.67,173.879,video
483,not,173.879,174.66,video
484,1900,174.66,175.46,video
485,degrees,175.47,175.59,video
486,toasty,175.59,176.25,video
487,did,176.25,176.519,video
488,you,176.519,176.64,video
489,build,176.64,176.88,video
490,your,176.88,177.06,video
491,own,177.06,177.11,video
492,Forge,177.12,177.569,video
493,did,177.569,177.81,video
494,you,177.81,177.87,video
495,couple,177.87,178.2,video
496,this,178.2,178.319,video
497,together,178.319,178.62,video
498,no,178.62,178.95,video
499,no,178.95,179.24,video
500,I,179.25,179.28,video
501,have,179.28,179.489,video
502,a,179.489,179.549,video
503,terrible,179.549,179.79,video
504,blacksmith,179.79,180.42,video
505,I'm,180.42,180.599,video
506,a,180.599,180.63,video
507,blade,180.63,180.949,video
508,Smith,180.959,181.319,video
509,so,181.319,181.62,video
510,I,181.62,181.65,video
511,focused,181.65,182.489,video
512,entirely,182.489,182.79,video
513,on,182.79,182.94,video
514,making,182.94,183.41,video
515,blades,183.42,183.63,video
516,I,183.63,184.019,video
517,like,184.019,184.29,video
518,to,184.29,184.47,video
519,get,184.47,184.769,video
520,forges,184.769,185.4,video
521,from,185.4,185.79,video
522,people,185.79,186.289,video
523,who,186.299,186.42,video
524,made,186.42,186.599,video
525,them,186.599,186.78,video
526,perpetually,186.78,187.47,video
527,now,187.47,187.709,video
528,can,187.709,187.95,video
529,you,187.95,188.059,video
530,can,188.069,188.43,video
531,you,188.43,188.519,video
532,give,188.519,188.67,video
533,us,188.67,188.76,video
534,a,188.76,188.849,video
535,distinction,188.849,189.18,video
536,between,189.18,189.41,video
537,Blake,189.42,190.079,video
538,Smith,190.079,190.23,video
539,and,190.23,190.379,video
540,blacksmith,190.379,190.739,video
541,a,190.739,190.86,video
542,blacksmith,190.86,191.569,video
543,has,191.579,191.879,video
544,a,191.879,191.91,video
545,more,191.91,192.569,video
546,general,192.569,193.23,video
547,approach,193.23,193.98,video
548,to,193.98,194.25,video
549,they,194.25,195.02,video
550,don't,195.03,195.48,video
551,just,195.48,195.69,video
552,make,195.69,195.75,video
553,blades,195.75,196.17,video
554,they,196.17,196.349,video
555,make,196.349,196.52,video
556,everything,196.53,196.98,video
557,they,196.98,197.069,video
558,make,197.069,197.25,video
559,tools,197.25,197.549,video
560,they,197.549,197.879,video
561,they,197.879,198.78,video
562,do,198.78,198.83,video
563,decorative,198.84,199.41,video
564,iron,199.41,199.89,video
565,work,199.89,200.22,video
566,and,200.22,200.43,video
567,stuff,200.43,200.579,video
568,like,200.579,200.7,video
569,that,200.7,200.869,video
570,and,200.879,200.97,video
571,they're,200.97,201.09,video
572,they're,201.09,201.42,video
573,remarkably,201.42,202.019,video
574,talented,202.019,202.25,video
575,I,202.26,202.86,video
576,have,202.86,203.28,video
577,a,203.28,203.7,video
578,deeper,203.7,204.269,video
579,focus,204.269,204.69,video
580,on,204.69,204.87,video
581,metallurgy,204.87,205.56,video
582,and,205.56,206.289,video
583,taking,206.299,207.299,video
584,the,207.299,207.42,video
585,specific,207.42,208.049,video
586,Steel's,208.049,208.35,video
587,and,208.35,208.709,video
588,knowing,208.709,209.599,video
589,how,209.609,209.79,video
590,to,209.79,209.819,video
591,heat,209.819,210.15,video
592,treat,210.15,210.299,video
593,those,210.299,210.48,video
594,seals,210.48,210.75,video
595,and,210.75,211.19,video
596,manipulating,211.2,211.859,video
597,the,211.859,211.95,video
598,steel,211.95,212.19,video
599,purely,212.19,212.91,video
600,in,212.91,213.48,video
601,weapon,213.48,213.92,video
602,form,213.93,214.23,video
603,what,214.23,214.65,video
604,is,214.65,214.68,video
605,the,214.68,214.769,video
606,melting,214.769,215.28,video
607,point,215.28,215.549,video
608,of,215.549,215.73,video
609,steel,215.73,216.08,video
610,around,216.09,216.69,video
611,2400,216.69,217.68,video
612,degrees,217.68,218.12,video
613,it'll,218.12,219.12,video
614,melt,219.12,219.45,video
615,it'll,219.45,219.949,video
616,start,219.959,220.2,video
617,earning,220.2,220.47,video
618,it,220.47,220.709,video
619,around,220.709,221.01,video
620,20,221.01,221.89,video
621,200,221.9,222.23,video
622,degrees,222.23,222.379,video
623,I'm,222.379,223.37,video
624,going,223.37,223.489,video
625,to,223.489,223.579,video
626,start,223.579,223.76,video
627,burning,223.76,223.929,video
628,steel,223.939,224.36,video
629,it's,224.36,224.569,video
630,really,224.569,224.78,video
631,an,224.78,224.87,video
632,ISO,224.87,225.14,video
633,that,225.14,225.319,video
634,this,225.319,225.53,video
635,will,225.53,225.699,video
636,never,225.709,225.92,video
637,get,225.92,226.189,video
638,so,226.189,226.579,video
639,hot,226.579,226.849,video
640,as,226.849,227.09,video
641,to,227.09,227.45,video
642,fully,227.45,227.84,video
643,liquify,227.84,228.369,video
644,this,228.379,228.65,video
645,yeah,228.65,229.129,video
646,it,229.129,229.28,video
647,shouldn't,229.28,229.579,video
648,I,229.579,229.879,video
649,mean,229.879,230.06,video
650,it,230.06,230.209,video
651,can,230.209,230.42,video
652,if,230.42,230.559,video
653,I,230.569,230.689,video
654,leave,230.689,230.9,video
655,it,230.9,231.019,video
656,in,231.019,231.079,video
657,there,231.079,231.26,video
658,for,231.26,231.29,video
659,a,231.29,231.439,video
660,long,231.439,231.62,video
661,time,231.62,231.68,video
662,it's,231.68,232.179,video
663,just,232.189,232.519,video
664,keep,232.519,233.15,video
665,retaining,233.15,233.599,video
666,that,233.599,233.629,video
667,heat,233.629,233.989,video
668,and,233.989,234.22,video
669,that'll,234.23,234.56,video
670,keep,234.56,234.62,video
671,getting,234.62,234.89,video
672,worse,234.89,234.98,video
673,and,234.98,235.159,video
674,worse,235.159,235.21,video
675,keep,235.22,235.489,video
676,getting,235.489,235.76,video
677,hotter,235.76,235.97,video
678,and,235.97,236.09,video
679,hotter,236.09,236.209,video
680,oh,236.209,236.72,video
681,wow,236.72,238.44,video
682,that,243.879,244.879,video
683,metaphor,244.879,245.42,video
684,at,245.42,245.54,video
685,play,245.54,245.75,video
686,is,245.75,245.9,video
687,so,245.9,246.079,video
688,good,246.079,246.319,video
689,cuz,246.319,246.59,video
690,now,246.59,246.729,video
691,I,246.739,246.769,video
692,really,246.769,247.159,video
693,get,247.159,247.76,video
694,the,247.76,247.79,video
695,fact,247.79,248.15,video
696,that,248.15,248.239,video
697,it's,248.239,248.569,video
698,not,248.569,248.74,video
699,liquid,248.75,249.019,video
700,it's,249.019,249.319,video
701,just,249.319,249.5,video
702,soft,249.5,250.53,video
703,you've,250.54,251.54,video
704,gotta,251.54,251.72,video
705,act,251.72,251.93,video
706,really,251.93,252.2,video
707,fast,252.2,267.94,video
708,yeah,267.94,269.32,video
709,it's,269.33,269.479,video
710,also,269.479,269.66,video
711,lengthening,269.66,270.38,video
712,out,270.38,270.56,video
713,as,270.56,270.83,video
714,you,270.83,271.19,video
715,mash,271.19,271.52,video
716,it,271.52,271.719,video
717,it's,271.729,271.88,video
718,yep,271.88,272.66,video
719,rolling,272.66,273.289,video
720,it,273.289,273.38,video
721,out,273.38,273.47,video
722,basic,273.47,273.889,video
723,yeah,273.889,274.07,video
724,what,274.07,274.3,video
725,I'm,274.31,274.43,video
726,doing,274.43,274.729,video
727,here,274.729,274.91,video
728,is,274.91,274.97,video
729,I'm,274.97,275.15,video
730,drawing,275.15,275.33,video
731,out,275.33,275.66,video
732,the,275.66,275.68,video
733,tip,275.69,276.02,video
734,so,276.02,276.229,video
735,now,276.229,276.41,video
736,it's,276.41,276.979,video
737,a,276.979,277.039,video
738,little,277.039,277.25,video
739,too,277.25,277.37,video
740,cool,277.37,277.58,video
741,to,277.58,277.729,video
742,be,277.729,277.75,video
743,hitting,277.76,278.03,video
744,it,278.03,278.09,video
745,with,278.09,278.18,video
746,a,278.18,278.24,video
747,hammer,278.24,278.27,video
748,once,278.27,278.93,video
749,the,278.93,279.05,video
750,steel,279.05,279.219,video
751,starts,279.229,279.53,video
752,to,279.53,279.62,video
753,get,279.62,279.77,video
754,cool,279.77,280.099,video
755,it,280.099,280.52,video
756,starts,280.52,280.789,video
757,to,280.789,280.849,video
758,get,280.849,280.96,video
759,harder,280.97,281.36,video
760,and,281.36,281.57,video
761,if,281.57,281.93,video
762,I,281.93,282.02,video
763,keep,282.02,282.229,video
764,hitting,282.229,282.41,video
765,it,282.41,282.53,video
766,with,282.53,282.65,video
767,a,282.65,282.7,video
768,hammer,282.71,282.889,video
769,it's,282.889,283.16,video
770,gonna,283.16,283.25,video
771,make,283.25,283.46,video
772,it,283.46,283.49,video
773,start,283.49,283.789,video
774,cracking,283.789,284.35,video
775,so,284.36,284.599,video
776,you,284.599,284.72,video
777,throw,284.72,284.93,video
778,it,284.93,285.02,video
779,back,285.02,285.139,video
780,in,285.139,285.259,video
781,the,285.259,285.349,video
782,Forge,285.349,285.56,video
783,at,285.56,285.7,video
784,this,285.71,285.86,video
785,fell,285.86,286.039,video
786,back,286.039,286.31,video
787,in,286.31,286.46,video
788,the,286.46,286.55,video
789,Forge,286.55,286.96,video
790,so,286.96,287.96,video
791,this,287.96,288.11,video
792,is,288.11,288.219,video
793,just,288.229,288.32,video
794,kind,288.32,288.44,video
795,of,288.44,288.59,video
796,a,288.59,288.8,video
797,heat,288.8,289.22,video
798,hammer,289.22,289.61,video
799,repeat,289.61,290.12,video
800,thing,290.12,290.379,video
801,for,290.389,290.57,video
802,awhile,290.57,290.66,video
803,right,290.66,291.11,video
804,now,291.11,291.41,video
805,what,291.41,291.65,video
806,I'm,291.65,291.77,video
807,doing,291.77,291.8,video
808,is,291.8,292.089,video
809,I'm,292.099,292.28,video
810,drawing,292.28,292.58,video
811,out,292.58,292.789,video
812,the,292.789,292.82,video
813,tip,292.82,293.21,video
814,bringing,293.21,293.9,video
815,that,293.9,294.01,video
816,steel,294.02,294.32,video
817,down,294.32,294.59,video
818,and,294.59,295.01,video
819,I,295.01,295.07,video
820,want,295.07,295.31,video
821,it,295.31,295.4,video
822,to,295.4,295.58,video
823,come,295.58,296.36,video
824,to,296.36,296.389,video
825,a,296.389,296.529,video
826,point,296.539,296.84,video
827,so,296.84,297.229,video
828,as,297.229,297.44,video
829,you're,297.44,297.8,video
830,hitting,297.8,298.039,video
831,it,298.039,298.4,video
832,or,298.4,298.88,video
833,you're,298.88,299.23,video
834,intentionally,299.24,299.87,video
835,what's,299.87,300.139,video
836,starting,300.139,300.409,video
837,starting,300.409,301.0,video
838,farther,301.01,301.34,video
839,in,301.34,301.55,video
840,just,301.55,301.94,video
841,kind,301.94,302.12,video
842,of,302.12,302.18,video
843,hitting,302.18,302.389,video
844,it,302.389,302.57,video
845,with,302.57,302.74,video
846,the,302.75,302.84,video
847,intention,302.84,303.11,video
848,of,303.11,303.289,video
849,squeezing,303.289,303.949,video
850,it,303.949,304.039,video
851,out,304.039,304.28,video
852,so,304.28,304.839,video
853,that,304.849,304.88,video
854,it,304.88,305.12,video
855,gets,305.12,305.27,video
856,thinner,305.27,305.449,video
857,and,305.449,305.659,video
858,thinner,305.659,305.81,video
859,and,305.81,305.96,video
860,you,305.96,306.129,video
861,work,306.139,306.65,video
862,your,306.65,306.83,video
863,way,306.83,306.86,video
864,out,306.86,307.159,video
865,to,307.159,307.34,video
866,the,307.34,307.43,video
867,edge,307.43,307.58,video
868,I'm,307.58,308.12,video
869,kind,308.12,308.439,video
870,of,308.449,308.539,video
871,pushing,308.539,308.93,video
872,it,308.93,309.05,video
873,down,309.05,309.289,video
874,and,309.289,309.71,video
875,pushing,309.71,310.4,video
876,it,310.4,310.49,video
877,up,310.49,310.639,video
878,and,310.639,310.87,video
879,flattening,310.88,311.75,video
880,it,311.75,311.93,video
881,so,311.93,312.139,video
882,that,312.139,312.32,video
883,it,312.32,312.44,video
884,all,312.44,312.59,video
885,comes,312.59,312.919,video
886,up,312.919,313.54,video
887,together,313.55,314.33,video
888,you,314.33,314.72,video
889,don't,314.72,314.81,video
890,want,314.81,315.02,video
891,to,315.02,315.08,video
892,move,315.08,315.26,video
893,too,315.26,315.56,video
894,much,315.56,315.58,video
895,on,315.59,315.979,video
896,the,315.979,316.099,video
897,outside,316.099,316.58,video
898,here,316.58,317.09,video
899,what,317.09,317.27,video
900,can,317.27,317.449,video
901,happen,317.449,317.69,video
902,is,317.69,318.129,video
903,you,318.139,318.65,video
904,move,318.65,318.8,video
905,the,318.8,318.979,video
906,outsides,318.979,319.43,video
907,too,319.43,319.76,video
908,fast,319.76,320.06,video
909,in,320.06,320.24,video
910,the,320.24,320.32,video
911,middle,320.33,320.63,video
912,not,320.63,320.75,video
913,enough,320.75,321.11,video
914,and,321.11,321.71,video
915,you,321.71,321.83,video
916,get,321.83,321.919,video
917,kind,321.919,322.07,video
918,of,322.07,322.149,video
919,like,322.159,322.31,video
920,a,322.31,322.34,video
921,fish,322.34,322.58,video
922,mouth,322.58,322.789,video
923,and,322.789,323.0,video
924,we're,323.0,323.09,video
925,gonna,323.09,323.18,video
926,try,323.18,323.449,video
927,to,323.449,323.5,video
928,avoid,323.51,323.87,video
929,that,323.87,324.169,video
930,by,324.169,324.65,video
931,moving,324.65,325.34,video
932,all,325.34,325.52,video
933,of,325.52,325.55,video
934,the,325.55,325.789,video
935,material,325.789,326.32,video
936,fairly,326.33,327.229,video
937,evenly,327.229,327.62,video
938,at,327.62,328.13,video
939,the,328.13,328.34,video
940,same,328.34,328.55,video
941,time,328.55,328.849,video
942,just,328.849,332.59,video
943,why,332.59,333.58,video
