,word,start,end,category
227,names,79.53,79.67,video
228,for,79.68,79.89,video
229,them,79.89,80.04,video
230,of,80.04,80.189,video
231,course,80.189,80.31,video
232,there's,80.31,80.58,video
233,a,80.58,80.64,video
234,lot,80.64,80.82,video
235,of,80.82,81.0,video
236,our,81.0,81.26,video
237,own,81.27,81.95,video
238,history,81.95,82.95,video
239,and,82.95,83.22,video
240,conspiracy,83.22,83.82,video
241,theories,83.82,84.09,video
242,you,84.09,84.2,video
243,can,84.21,84.33,video
244,draw,84.33,84.57,video
245,from,84.57,84.6,video
246,when,84.6,85.049,video
247,dealing,85.049,85.259,video
248,with,85.259,85.399,video
249,reptilian,85.409,85.86,video
250,humanoids,85.86,86.549,video
251,such,86.549,86.85,video
252,as,86.85,87.06,video
253,yawn,87.06,87.27,video
254,team,87.27,87.509,video
255,I,87.509,87.71,video
256,British,87.72,88.29,video
257,have,88.29,88.47,video
258,a,88.47,88.5,video
259,whole,88.5,88.68,video
260,thing,88.68,88.89,video
261,about,88.89,89.12,video
262,reptilian,89.13,89.46,video
263,people,89.46,89.939,video
264,this,89.939,90.03,video
265,is,90.03,90.21,video
266,probably,90.21,90.509,video
267,one,90.509,90.63,video
268,of,90.63,90.679,video
269,my,90.689,90.9,video
270,favorite,90.9,91.86,video
271,of,91.86,92.009,video
272,like,92.009,92.22,video
273,monstrous,92.22,92.97,video
274,peoples,92.97,93.509,video
275,of,93.509,93.83,video
276,a,93.84,93.99,video
277,big,93.99,94.17,video
278,fan,94.17,94.409,video
279,of,94.409,94.439,video
280,like,94.439,94.71,video
281,pulp,94.71,95.04,video
282,fantasy,95.04,95.61,video
283,and,95.61,96.24,video
284,so,96.24,96.56,video
285,the,96.57,96.78,video
286,stories,96.78,97.17,video
287,have,97.17,97.32,video
288,say,97.32,97.5,video
289,the,97.5,97.65,video
290,serpent,97.65,98.1,video
291,man,98.1,98.22,video
292,of,98.22,98.33,video
293,in,98.909,99.479,video
294,the,99.479,99.63,video
295,king,99.63,100.229,video
296,called,100.229,100.439,video
297,stories,100.439,101.04,video
298,or,101.04,101.549,video
299,the,101.549,102.05,video
300,various,102.06,102.57,video
301,serpent,102.57,103.14,video
302,people,103.14,103.259,video
303,that,103.259,103.56,video
304,show,103.56,103.74,video
305,up,103.74,103.77,video
306,in,103.77,104.06,video
307,different,104.07,104.57,video
308,conan,104.57,105.57,video
309,tales,105.57,105.84,video
310,or,105.84,106.2,video
311,mythos,106.2,106.53,video
312,horror,106.53,106.819,video
313,it's,106.829,107.64,video
314,just,107.64,107.939,video
315,like,107.939,108.119,video
316,alright,108.119,108.45,video
317,I'm,108.45,108.84,video
318,here,108.84,109.049,video
319,for,109.049,109.35,video
320,this,109.35,109.46,video
321,yeah,109.47,109.86,video
322,give,109.86,110.07,video
323,me,110.07,110.1,video
324,give,110.1,110.369,video
325,me,110.369,110.43,video
326,all,110.43,110.46,video
327,kinds,110.46,110.579,video
328,of,110.579,110.939,video
329,snake,110.939,111.2,video
330,people,111.21,111.42,video
331,whether,111.42,111.78,video
332,they,111.78,111.899,video
333,got,111.899,112.02,video
334,snake,112.02,112.38,video
335,arm,112.38,112.619,video
336,snakes,112.619,113.179,video
337,for,113.189,113.399,video
338,heads,113.399,113.61,video
339,lower,113.61,114.0,video
340,bodies,114.0,114.39,video
341,of,114.39,114.57,video
342,snakes,114.57,114.899,video
343,cut,114.899,115.34,video
344,them,115.35,115.47,video
345,open,115.47,115.56,video
346,snake,115.56,116.159,video
347,spill,116.159,116.52,video
348,out,116.52,116.67,video
349,of,116.67,116.85,video
350,them,116.85,117.0,video
351,give,117.0,117.26,video
352,it,117.27,117.36,video
353,to,117.36,117.479,video
354,me,117.479,117.709,video
355,I'm,117.719,117.81,video
356,here,117.81,118.29,video
357,for,118.29,118.5,video
358,yeah,118.5,118.649,video
359,they're,118.649,118.829,video
360,like,118.829,118.92,video
361,rushing,118.92,119.33,video
362,nesting,119.34,119.79,video
363,monsters,119.79,120.27,video
364,just,120.27,120.689,video
365,snakes,120.689,121.049,video
366,within,121.049,121.55,video
367,snakes,121.56,122.07,video
368,snakes,122.07,123.0,video
369,are,123.0,123.27,video
370,just,123.27,123.54,video
371,kind,123.54,123.75,video
372,of,123.75,123.78,video
373,like,123.78,123.92,video
374,tentacles,123.93,124.32,video
375,another,124.32,124.979,video
376,way,124.979,125.159,video
377,of,125.159,125.31,video
378,doing,125.31,125.46,video
379,a,125.46,125.67,video
380,cosmic,125.67,126.08,video
381,or,126.09,126.299,video
382,thing,126.299,126.57,video
383,I,126.57,126.75,video
384,think,126.75,127.079,video
385,probably,127.079,127.2,video
386,for,127.2,127.439,video
387,me,127.439,127.56,video
388,it's,127.56,127.7,video
389,because,127.71,127.86,video
390,I,127.86,128.069,video
391,am,128.069,128.61,video
392,not,128.61,129.119,video
393,a,129.119,129.149,video
394,particular,129.149,129.75,video
395,fan,129.75,130.02,video
396,of,130.02,130.16,video
397,snakes,130.17,130.47,video
398,they're,130.47,130.92,video
399,just,130.92,131.129,video
400,one,131.129,131.37,video
401,of,131.37,131.459,video
402,those,131.459,131.52,video
403,animals,131.52,132.05,video
404,that,132.06,132.18,video
405,I,132.18,132.69,video
406,look,132.69,133.319,video
407,at,133.319,133.47,video
408,it,133.47,133.91,video
409,like,133.92,134.19,video
410,man,134.19,134.73,video
411,I,134.73,134.76,video
412,hope,134.76,135.15,video
413,we,135.15,135.36,video
414,never,135.36,135.39,video
415,meet,135.39,135.63,video
416,each,135.63,135.9,video
417,other,135.9,136.16,video
418,and,136.17,136.62,video
419,because,136.62,137.19,video
420,I've,137.19,137.34,video
421,lived,137.34,137.49,video
422,in,137.49,137.61,video
423,Texas,137.61,137.97,video
424,that's,137.97,138.11,video
425,not,138.12,138.36,video
426,the,138.36,138.48,video
427,case,138.48,138.66,video
428,and,138.66,139.05,video
429,rattlesnakes,139.05,139.65,video
430,I've,139.65,139.8,video
431,run,139.8,139.97,video
432,into,139.98,140.19,video
433,too,140.19,140.4,video
434,many,140.4,140.58,video
435,of,140.58,140.73,video
436,them,140.73,140.88,video
437,in,140.88,141.42,video
438,my,141.42,141.63,video
439,life,141.63,141.84,video
440,water,141.84,142.339,video
441,moccasins,142.349,142.92,video
442,water,142.92,143.28,video
443,moccasins,143.28,143.73,video
444,copperheads,143.73,144.41,video
445,it's,144.42,144.54,video
446,one,144.54,144.72,video
447,of,144.72,144.78,video
448,those,144.78,144.84,video
449,animals,144.84,145.319,video
450,that,145.319,145.44,video
451,you're,145.44,145.79,video
452,like,145.8,145.95,video
453,okay,145.95,146.28,video
454,you,146.28,146.34,video
455,got,146.34,146.489,video
456,to,146.489,146.58,video
457,stay,146.58,146.79,video
458,away,146.79,146.94,video
459,from,146.94,147.0,video
460,this,147.0,147.26,video
461,is,147.27,147.45,video
462,the,147.45,147.48,video
463,serpent,147.48,148.05,video
464,it's,148.05,148.26,video
465,a,148.26,148.319,video
466,snake,148.319,148.68,video
467,you,148.68,148.92,video
468,know,148.92,149.03,video
469,there's,149.04,149.39,video
470,strong,149.39,150.39,video
471,mythological,150.39,151.35,video
472,and,151.35,151.59,video
473,mystical,151.59,152.03,video
474,symbolism,152.04,152.7,video
475,to,152.7,152.73,video
476,them,152.73,153.12,video
477,and,153.12,153.36,video
478,not,153.36,153.45,video
479,always,153.45,153.69,video
480,was,153.69,154.08,video
481,it,154.08,154.22,video
482,bad,154.23,154.41,video
483,like,154.41,154.77,video
484,not,154.77,154.92,video
485,all,154.92,154.95,video
486,snakes,154.95,155.28,video
487,were,155.28,155.67,video
488,seen,155.67,156.18,video
489,as,156.18,156.32,video
490,wise,156.33,156.989,video
491,it's,156.989,157.68,video
492,just,157.68,157.83,video
493,one,157.83,157.92,video
494,of,157.92,157.98,video
495,those,157.98,158.069,video
496,things,158.069,158.31,video
497,where,158.31,158.479,video
498,I,158.489,158.52,video
499,finally,158.52,158.88,video
500,have,158.88,159.03,video
501,such,159.03,159.27,video
502,rich,159.27,159.569,video
503,potential,159.569,159.989,video
504,and,159.989,160.43,video
505,they,160.44,161.22,video
506,are,161.22,161.43,video
507,an,161.43,161.67,video
508,antagonist,161.67,162.42,video
509,in,162.42,162.63,video
510,Dungeons,162.63,162.959,video
511,and,162.959,163.1,video
512,that,163.68,163.95,video
513,I,163.95,163.98,video
514,think,163.98,164.43,video
515,works,164.43,164.73,video
516,really,164.73,165.06,video
517,well,165.06,165.36,video
518,you,165.36,165.72,video
519,could,165.72,165.89,video
520,substitute,165.9,166.35,video
521,them,166.35,166.769,video
522,for,166.769,167.13,video
523,drow,167.13,167.91,video
524,you,167.91,168.239,video
525,can,168.239,168.38,video
526,substitute,168.39,168.63,video
527,them,168.63,168.959,video
528,for,168.959,169.14,video
529,tea,169.14,169.38,video
530,flings,169.38,169.709,video
531,they've,169.709,169.97,video
532,got,169.98,170.19,video
533,that,170.19,170.4,video
534,we,170.4,170.97,video
535,used,170.97,171.269,video
536,to,171.269,171.42,video
537,be,171.42,171.569,video
538,humans,171.569,172.14,video
539,at,172.14,172.47,video
540,one,172.47,172.699,video
541,point,172.709,173.04,video
542,but,173.04,173.459,video
543,we,173.459,173.58,video
544,did,173.58,173.88,video
545,something,173.88,174.18,video
546,terrible,174.18,174.6,video
547,to,174.6,174.89,video
548,ourselves,174.9,175.17,video
549,I,175.17,176.01,video
550,like,176.01,176.28,video
551,that,176.28,176.489,video
552,aspect,176.489,176.67,video
553,of,176.67,177.03,video
554,them,177.03,177.17,video
555,particularly,177.18,177.6,video
556,because,177.6,177.9,video
557,it's,177.9,178.17,video
558,it's,178.17,178.35,video
559,one,178.35,178.5,video
560,of,178.5,178.58,video
561,those,178.59,178.65,video
562,things,178.65,178.92,video
563,of,178.92,179.069,video
564,just,179.069,179.25,video
565,like,179.25,179.43,video
566,this,179.43,179.819,video
567,this,179.819,180.289,video
568,could,180.299,180.569,video
569,be,180.569,180.78,video
570,you,180.78,181.11,video
571,given,181.11,181.62,video
572,enough,181.62,181.86,video
573,time,181.86,181.89,video
574,and,181.89,182.18,video
575,enough,182.19,182.459,video
576,bad,182.459,182.76,video
577,to,182.76,182.94,video
578,say,182.94,183.09,video
579,bad,183.09,183.54,video
580,decisions,183.54,184.14,video
581,yeah,184.14,184.52,video
582,this,184.53,184.92,video
583,could,184.92,185.1,video
584,be,185.1,185.22,video
585,you,185.22,185.34,video
586,too,185.34,185.549,video
587,this,185.549,185.97,video
588,could,185.97,186.15,video
589,be,186.15,186.209,video
590,you,186.209,186.35,video
591,too,186.36,186.54,video
592,and,186.54,186.84,video
593,if,186.84,186.959,video
594,you,186.959,187.08,video
595,get,187.08,187.319,video
596,caught,187.319,187.62,video
597,by,187.62,187.65,video
598,them,187.65,188.069,video
599,and,188.069,188.33,video
600,they,188.34,188.7,video
601,feel,188.7,188.97,video
602,like,188.97,189.239,video
603,that,189.239,189.45,video
604,you,189.45,189.54,video
605,would,189.54,189.66,video
606,be,189.66,189.69,video
607,a,189.69,189.8,video
608,worthy,189.81,190.049,video
609,addition,190.049,190.319,video
610,to,190.319,190.799,video
611,their,190.799,190.95,video
612,society,190.95,191.58,video
613,they,191.58,191.84,video
614,can,191.85,192.09,video
615,turn,192.09,192.39,video
616,you,192.39,192.63,video
617,into,192.63,192.84,video
618,one,192.84,193.17,video
619,of,193.17,193.2,video
620,them,193.2,193.47,video
621,they,193.47,193.65,video
622,can,193.65,193.699,video
623,create,193.709,194.7,video
624,an,194.7,194.85,video
625,abomination,194.85,195.36,video
626,or,195.36,195.6,video
627,a,195.6,195.81,video
628,Malazan,195.81,196.29,video
629,out,196.29,196.4,video
630,of,196.41,196.56,video
631,you,196.56,196.739,video
632,and,196.739,197.1,video
633,now,197.1,197.819,video
634,you're,197.819,198.12,video
635,just,198.12,198.51,video
636,you've,198.51,198.78,video
637,had,198.78,198.949,video
638,your,198.959,199.14,video
639,emotions,199.14,199.62,video
640,too,199.62,199.829,video
641,stripped,199.829,200.19,video
642,from,200.19,200.4,video
643,you,200.4,200.64,video
644,and,200.64,200.84,video
645,you've,200.85,200.94,video
646,been,200.94,200.97,video
647,suffuse,200.97,201.69,video
648,dwith,201.69,201.989,video
649,serpentine,201.989,202.67,video
650,magics,202.68,203.4,video
651,and,203.4,203.75,video
652,praised,203.75,204.75,video
653,endar,204.75,205.109,video
654,eat,205.109,205.68,video
655,the,205.68,205.829,video
656,Sun,205.829,206.0,video
657,praise,206.01,206.7,video
658,didn't,206.7,207.0,video
659,are,207.0,207.12,video
660,the,207.12,207.51,video
661,term,207.51,207.84,video
662,morality,207.84,208.29,video
663,tale,208.29,208.58,video
664,has,208.59,208.799,video
665,a,208.799,208.829,video
666,whole,208.829,209.01,video
667,new,209.01,209.13,video
668,connotation,209.13,209.79,video
669,when,209.79,209.94,video
670,it,209.94,210.02,video
671,comes,210.03,210.209,video
672,to,210.209,210.359,video
673,being,210.359,210.51,video
674,turned,210.51,210.78,video
675,into,210.78,210.959,video
676,a,210.959,211.049,video
677,snake,211.049,211.16,video
678,person,211.17,211.739,video
679,because,211.739,211.92,video
680,it,211.92,212.07,video
681,is,212.07,212.19,video
682,that,212.19,212.4,video
683,that,212.4,212.609,video
684,whole,212.609,212.75,video
685,like,212.76,212.97,video
686,this,212.97,213.299,video
687,ancient,213.299,213.6,video
688,empire,213.6,214.29,video
689,like,214.29,215.04,video
690,they,215.04,215.37,video
691,at,215.37,215.599,video
692,one,215.609,215.85,video
693,point,215.85,216.12,video
694,they,216.12,216.72,video
695,were,216.72,216.75,video
696,the,216.75,217.079,video
697,they,217.079,217.32,video
698,were,217.32,217.38,video
699,the,217.38,217.58,video
700,top,217.59,217.799,video
701,and,217.799,218.22,video
702,now,218.22,218.7,video
703,they're,218.7,219.03,video
704,there,219.03,219.39,video
705,they're,219.39,219.81,video
706,hiding,219.81,220.22,video
707,in,220.23,220.35,video
708,the,220.35,220.44,video
709,muck,220.44,220.709,video
710,waiting,220.709,221.37,video
711,for,221.37,221.609,video
712,their,221.609,221.73,video
713,chance,221.73,221.99,video
714,waiting,222.0,222.48,video
715,for,222.48,222.66,video
716,their,222.66,222.75,video
717,channel,222.75,223.049,video
718,rise,223.049,223.26,video
719,again,223.26,223.68,video
720,I,223.68,223.849,video
721,find,223.859,224.25,video
722,like,224.25,224.519,video
723,the,224.519,224.7,video
724,auntie,224.7,225.06,video
725,of,225.06,225.299,video
726,say,225.299,226.26,video
727,the,226.26,226.37,video
728,Forgotten,226.38,226.739,video
729,Realms,226.739,226.769,video
730,really,226.769,227.4,video
731,inspiring,227.4,227.88,video
732,and,227.88,228.319,video
733,that,228.329,228.75,video
734,country,228.75,229.29,video
735,of,229.29,229.32,video
736,them,229.32,229.739,video
737,was,229.739,230.579,video
738,calling,230.579,230.85,video
739,you,230.85,230.96,video
740,know,230.97,231.18,video
741,Raja,231.18,231.42,video
742,or,231.42,231.66,video
743,something,231.66,232.2,video
744,like,232.2,232.29,video
745,that,232.29,232.35,video
746,around,232.35,232.789,video
747,the,232.799,233.01,video
748,serpent,233.01,233.37,video
749,hills,233.37,233.549,video
750,and,233.549,233.85,video
751,the,233.85,233.91,video
752,high,233.91,234.06,video
753,more,234.06,234.349,video
754,these,234.359,234.75,video
755,are,234.75,234.9,video
756,like,234.9,235.079,video
757,dry,235.079,235.5,video
758,dusty,235.5,236.31,video
759,hills,236.31,236.67,video
760,and,236.67,237.319,video
761,they're,237.329,237.48,video
762,riddled,237.48,237.72,video
763,with,237.72,237.9,video
764,all,237.9,238.109,video
765,these,238.109,238.23,video
766,tunnels,238.23,238.55,video
767,where,238.56,238.95,video
768,they,238.95,239.1,video
769,live,239.1,239.34,video
770,and,239.34,239.7,video
771,then,239.7,239.79,video
772,there's,239.79,239.94,video
773,like,239.94,240.08,video
774,this,240.09,240.299,video
775,sulfurous,240.299,241.2,video
776,mud,241.2,241.62,video
777,flats,241.62,242.1,video
778,nearby,242.1,242.76,video
779,you,242.76,243.12,video
780,can,243.12,243.259,video
781,just,243.269,243.45,video
782,imagine,243.45,243.569,video
783,these,243.569,244.079,video
784,like,244.079,244.35,video
785,serpent,244.35,245.34,video
786,people,245.34,245.75,video
787,that,245.76,246.0,video
788,have,246.0,246.09,video
789,evolved,246.09,246.66,video
790,to,246.66,246.989,video
791,live,246.989,247.2,video
792,in,247.2,247.26,video
793,this,247.26,247.58,video
794,environment,247.59,248.04,video
795,and,248.04,248.609,video
796,they're,248.609,248.73,video
797,used,248.73,249.03,video
798,to,249.03,249.12,video
799,just,249.12,249.39,video
800,the,249.39,249.53,video
801,steam,249.54,249.959,video
802,and,249.959,250.319,video
803,the,250.319,250.41,video
804,sulfur,250.41,250.98,video
805,and,250.98,251.22,video
806,the,251.22,251.34,video
807,poison,251.34,252.09,video
808,of,252.09,252.229,video
809,it,252.239,252.389,video
810,and,252.389,252.63,video
811,they're,252.63,252.72,video
812,just,252.72,252.75,video
813,waiting,252.75,253.319,video
814,there,253.319,253.859,video
815,and,253.859,254.12,video
816,it's,254.13,254.79,video
817,like,254.79,255.03,video
818,you,255.03,255.18,video
819,got,255.18,255.329,video
820,everybody's,255.329,255.87,video
821,got,255.87,255.989,video
822,to,255.989,256.069,video
823,stay,256.079,256.41,video
824,out,256.41,256.44,video
825,of,256.44,256.62,video
826,here,256.62,256.889,video
827,do,256.889,257.07,video
828,not,257.07,257.22,video
829,come,257.22,257.459,video
830,do,257.459,257.7,video
831,not,257.7,257.88,video
832,come,257.88,258.08,video
833,around,258.09,258.299,video
834,here,258.299,258.57,video
835,this,258.57,258.75,video
836,is,258.75,258.9,video
837,our,258.9,259.109,video
838,place,259.109,259.5,video
839,we,259.5,259.95,video
840,are,259.95,259.979,video
841,a,259.979,260.42,video
842,country,260.43,260.85,video
843,that,260.85,261.15,video
844,that,261.15,261.72,video
845,is,261.72,261.84,video
846,in,261.84,261.989,video
847,this,261.989,262.14,video
848,world,262.14,262.38,video
849,and,262.38,262.88,video
850,and,262.89,263.13,video
851,sort,263.13,263.34,video
852,of,263.34,263.4,video
853,like,263.4,263.58,video
854,trying,263.58,264.12,video
855,to,264.12,264.599,video
856,revitalize,264.599,265.399,video
857,their,265.409,265.919,video
858,fallen,265.919,266.22,video
859,Empire,266.22,266.6,video
860,and,266.61,266.97,video
861,of,266.97,267.06,video
862,course,267.06,267.27,video
863,there,267.27,267.419,video
864,must,267.419,267.569,video
865,be,267.569,267.75,video
866,up,267.75,267.84,video
867,to,267.84,267.96,video
868,no,267.96,268.04,video
869,good,268.05,268.08,video
870,which,268.08,268.53,video
871,is,268.53,268.56,video
872,why,268.56,268.83,video
873,it's,268.83,269.009,video
874,great,269.009,269.189,video
875,source,269.189,269.4,video
876,of,269.4,269.48,video
877,adventure,269.49,269.909,video
878,or,269.909,270.12,video
879,there's,270.12,270.3,video
880,the,270.3,270.509,video
881,auntie,270.509,271.02,video
882,that,271.02,271.05,video
883,are,271.05,271.249,video
884,in,271.259,271.379,video
885,Choate,271.379,271.71,video
886,that,271.71,272.009,video
887,you,272.009,272.099,video
888,might,272.099,272.25,video
889,use,272.25,272.46,video
890,for,272.46,272.49,video
891,your,272.49,272.779,video
892,own,272.789,272.849,video
893,games,272.849,273.24,video
894,it's,273.24,273.539,video
895,like,273.539,273.689,video
896,they,273.689,273.96,video
897,are,273.96,274.139,video
898,the,274.139,274.339,video
899,descendants,274.349,274.86,video
900,of,274.86,275.069,video
901,whatever,275.069,275.28,video
902,indigenous,275.28,276.05,video
903,Empire,276.06,276.689,video
904,was,276.689,276.96,video
905,there,276.96,277.199,video
906,that,277.199,277.56,video
907,has,277.56,277.8,video
908,long,277.8,278.189,video
909,fallen,278.189,278.659,video
910,and,278.669,278.849,video
911,replaced,278.849,279.15,video
912,by,279.15,279.33,video
913,other,279.33,279.539,video
914,successions,279.539,280.139,video
915,of,280.139,280.219,video
916,empires,280.229,280.62,video
917,yeah,280.62,281.069,video
918,you,281.069,281.129,video
919,guys,281.129,281.46,video
920,like,281.46,281.789,video
921,did,281.789,282.419,video
922,this,282.419,282.539,video
923,to,282.539,282.709,video
924,yourselves,282.719,283.139,video
925,and,283.139,283.59,video
926,I,283.59,283.71,video
927,think,283.71,283.949,video
928,that's,283.949,284.099,video
929,why,284.099,284.25,video
930,I,284.25,284.28,video
931,like,284.28,284.45,video
932,you,284.46,284.58,video
933,auntie,284.58,284.879,video
934,is,284.879,285.0,video
935,that,285.0,285.24,video
936,whereas,285.24,286.199,video
937,I,286.199,286.319,video
938,look,286.319,286.469,video
939,at,286.469,286.55,video
940,like,286.56,286.68,video
